customer_id,registered_date,first_order_date,days_to_first_order
C673858L,03-09-2021,10-02-2021,-205
C278469L,13-11-2021,22-07-2022,251
C913321L,09-07-2021,21-07-2021,12
C614463L,17-11-2021,15-11-2021,-2
C612260L,04-08-2021,08-12-2021,126
C220785L,24-10-2021,10-02-2021,-256
C303867L,06-11-2021,30-11-2021,24
C514643L,25-07-2021,07-03-2021,-140
C149914L,07-09-2021,25-09-2021,18
C130579L,16-04-2022,26-04-2022,10
C133507L,08-11-2021,13-11-2021,5
C782148L,21-09-2021,09-02-2021,-224
C707750L,28-03-2022,18-03-2022,-10
C324759L,04-07-2022,07-05-2022,-58
C183230L,17-12-2021,16-06-2022,181
C920427L,14-03-2022,30-03-2022,16
C629303L,04-02-2022,13-02-2022,9
C221826L,27-03-2022,30-03-2022,3
C935913L,19-01-2022,20-01-2022,1
C384466L,20-07-2021,20-03-2022,243
C780754L,25-08-2022,08-05-2022,-109
C329053L,20-09-2021,23-11-2021,64
C174751L,28-08-2021,13-08-2021,-15
C575920L,24-03-2022,14-07-2022,112
C978558L,08-09-2021,30-04-2022,234
C791059L,08-07-2022,07-07-2022,-1
C865882L,14-06-2022,13-06-2022,-1
C849015L,01-04-2022,19-04-2022,18
C905299L,06-01-2022,13-01-2022,7
C803189L,03-11-2021,24-11-2021,21
C133315L,27-07-2022,31-07-2022,4
C771189L,22-08-2022,08-02-2022,-195
C862736L,12-02-2022,20-02-2022,8
C393272L,02-03-2022,03-07-2022,123
C865419L,24-08-2021,17-08-2021,-7
C560023L,10-08-2022,08-08-2022,-2
C781710L,23-11-2021,07-08-2022,257
C636267L,01-03-2022,17-03-2022,16
C138822L,16-08-2021,09-11-2021,85
C983849L,07-10-2021,03-08-2022,300
C251748L,06-03-2022,26-03-2022,20
C934459L,25-02-2022,26-02-2022,1
C438982L,12-11-2021,11-06-2021,-154
C224765L,17-01-2022,27-01-2022,10
C884211L,14-07-2021,07-06-2021,-37
C534529L,28-08-2021,09-01-2021,-231
C979577L,17-12-2021,28-12-2021,11
C613160L,18-11-2021,29-12-2021,41
C355869L,23-03-2022,18-03-2022,-5
C594441L,13-07-2022,07-07-2022,-6
C210337L,26-06-2022,07-01-2022,-170
C937356L,22-08-2021,28-03-2022,218
C259517L,19-01-2022,29-01-2022,10
C206666L,17-09-2021,17-09-2021,0
C622272L,19-05-2022,14-05-2022,-5
C749859L,28-09-2021,09-11-2021,42
C248894L,08-09-2021,24-09-2021,16
C745817L,08-07-2021,07-05-2021,-62
C202773L,19-02-2022,19-06-2022,120
C945606L,14-12-2021,28-12-2021,14
C406756L,03-09-2021,24-09-2021,21
C370584L,01-04-2022,23-04-2022,22
C643176L,06-05-2022,05-02-2022,-90
C857523L,24-07-2022,07-01-2022,-198
C658753L,27-01-2022,16-01-2022,-11
C373286L,25-03-2022,03-05-2022,39
C241190L,27-07-2021,21-07-2021,-6
C222936L,16-12-2021,12-02-2021,-307
C913727L,06-04-2022,18-04-2022,12
C220444L,02-08-2021,29-11-2021,119
C191651L,13-07-2021,07-04-2021,-97
C878658L,03-09-2021,19-09-2021,16
C832673L,10-02-2022,02-01-2022,-39
C127259L,14-09-2021,13-11-2021,60
C563742L,02-08-2021,21-08-2021,19
C683241L,11-07-2022,25-07-2022,14
C649500L,12-07-2021,07-09-2021,57
C150235L,17-07-2022,20-07-2022,3
C745528L,05-03-2022,15-05-2022,71
C721874L,02-10-2021,17-10-2021,15
C719704L,18-06-2022,06-11-2022,141
C413769L,09-09-2021,19-05-2022,252
C145094L,26-04-2022,31-05-2022,35
C247380L,02-06-2022,06-05-2022,-27
C325659L,15-08-2022,08-08-2022,-7
C238230L,08-07-2022,14-07-2022,6
C818619L,22-03-2022,30-03-2022,8
C889581L,13-09-2021,09-10-2021,26
C317585L,25-04-2022,05-05-2022,10
C308797L,23-03-2022,03-12-2022,255
C958358L,04-03-2022,18-03-2022,14
C287258L,06-03-2022,23-03-2022,17
C799927L,01-04-2022,07-07-2022,97
C654926L,19-06-2022,06-01-2022,-164
C265629L,18-06-2022,06-02-2022,-132
C332672L,25-12-2021,12-06-2021,-196
C809544L,28-11-2021,12-08-2021,-108
C680479L,20-12-2021,31-12-2021,11
C788957L,26-07-2022,13-07-2022,-13
C884094L,20-05-2022,18-05-2022,-2
C421236L,21-05-2022,07-07-2022,47
C168098L,27-03-2022,31-03-2022,4
C908490L,28-08-2021,16-08-2021,-12
C128626L,16-11-2021,06-01-2022,51
C466867L,28-08-2022,08-02-2022,-201
C199121L,28-07-2021,21-07-2021,-7
C175618L,08-11-2021,11-06-2021,-150
C298406L,21-08-2021,14-01-2022,146
C127144L,13-09-2021,01-01-2022,110
C212002L,06-01-2022,21-01-2022,15
C279046L,25-08-2021,27-08-2021,2
C157342L,02-03-2022,21-03-2022,19
C981219L,25-07-2021,14-07-2021,-11
C336752L,11-06-2022,16-06-2022,5
C823922L,15-01-2022,23-01-2022,8
C709150L,16-11-2021,11-03-2021,-250
C738762L,23-11-2021,08-05-2022,166
C593574L,08-05-2022,26-05-2022,18
C775669L,07-06-2022,27-06-2022,20
C667729L,15-09-2021,25-01-2022,132
C241117L,07-07-2021,07-07-2021,0
C415068L,09-05-2022,07-08-2022,90
C846752L,19-01-2022,28-01-2022,9
C968002L,22-12-2021,26-12-2021,4
C932085L,06-07-2021,29-06-2022,358
C610078L,24-11-2021,11-11-2021,-13
C734229L,25-07-2021,03-12-2022,496
C649227L,17-03-2022,13-03-2022,-4
C267935L,13-12-2021,15-12-2021,2
C432780L,13-11-2021,11-02-2021,-275
C115745L,04-11-2021,26-11-2021,22
C328276L,15-12-2021,13-12-2021,-2
C154828L,12-07-2021,31-10-2021,111
C539086L,19-04-2022,04-08-2022,107
C869965L,27-11-2021,28-11-2021,1
C135084L,11-01-2022,01-05-2022,110
C452564L,28-01-2022,29-01-2022,1
C723754L,16-11-2021,23-11-2021,7
C444739L,24-05-2022,05-10-2022,134
C600915L,27-04-2022,28-05-2022,31
C655824L,08-04-2022,04-04-2022,-4
C153475L,09-07-2021,12-02-2021,-147
C249483L,21-04-2022,27-04-2022,6
C160493L,28-08-2021,30-09-2021,33
C678059L,04-07-2022,30-07-2022,26
C144554L,13-03-2022,20-03-2022,7
C169465L,27-06-2022,07-04-2022,-81
C908803L,20-04-2022,05-01-2022,-105
C243493L,18-11-2021,29-11-2021,11
C189483L,22-07-2021,13-07-2021,-9
C299714L,02-05-2022,17-05-2022,15
C283300L,11-07-2021,07-07-2021,-4
C186186L,15-02-2022,02-06-2022,107
C770987L,13-12-2021,12-11-2021,-31
C585651L,23-07-2021,06-02-2022,198
C266750L,23-01-2022,29-05-2022,126
C418656L,08-02-2022,24-02-2022,16
C988804L,12-10-2021,10-02-2021,-244
C187532L,28-01-2022,01-11-2022,277
C367865L,21-06-2022,16-06-2022,-5
C731348L,10-07-2022,31-07-2022,21
C145580L,08-04-2022,19-04-2022,11
C707817L,11-12-2021,12-04-2021,-243
C527370L,21-10-2021,30-10-2021,9
C921228L,02-01-2022,01-07-2022,180
C527720L,04-08-2022,08-12-2022,126
C931953L,14-08-2021,15-12-2021,123
C677243L,08-03-2022,03-02-2022,-33
C923240L,04-01-2022,01-03-2022,56
C306526L,21-12-2021,21-12-2021,0
C683325L,23-02-2022,28-02-2022,5
C469091L,05-10-2021,13-10-2021,8
C112551L,12-07-2021,08-05-2021,-65
C492817L,23-07-2021,08-10-2021,77
C931263L,27-01-2022,01-05-2022,94
C599812L,04-04-2022,04-03-2022,-31
C877563L,24-08-2022,08-10-2022,45
C862596L,02-05-2022,22-05-2022,20
C515631L,05-08-2021,08-03-2021,-150
C182986L,04-07-2021,09-06-2021,-25
C168992L,10-04-2022,04-01-2022,-96
C450606L,19-05-2022,13-05-2022,-6
C687298L,09-06-2022,17-06-2022,8
C555783L,27-08-2021,09-11-2021,74
C872680L,13-03-2022,25-07-2022,134
C518173L,14-12-2021,12-02-2021,-305
C667680L,23-12-2021,20-12-2021,-3
C391009L,22-09-2021,19-09-2021,-3
C863086L,09-08-2021,24-08-2021,15
C630030L,15-09-2021,04-08-2022,323
C420781L,28-07-2022,25-07-2022,-3
C410131L,09-06-2022,14-06-2022,5
C477798L,02-09-2021,29-09-2021,27
C481062L,12-07-2021,09-12-2021,150
C834363L,11-07-2021,09-06-2021,-32
C759934L,06-07-2021,07-09-2021,63
C246740L,16-04-2022,07-01-2022,-99
C504457L,12-03-2022,03-01-2022,-68
C199781L,25-10-2021,14-10-2021,-11
C919265L,27-05-2022,05-03-2022,-83
C305124L,14-04-2022,20-04-2022,6
C234415L,19-11-2021,27-03-2022,128
C657376L,05-06-2022,06-08-2022,62
C821812L,06-06-2022,28-06-2022,22
C440383L,15-11-2021,16-05-2022,182
C711255L,09-07-2021,28-07-2021,19
C166377L,03-11-2021,12-07-2021,-114
C318338L,23-02-2022,13-02-2022,-10
C885240L,02-10-2021,30-10-2021,28
C505505L,24-02-2022,18-02-2022,-6
C213870L,11-09-2021,09-02-2021,-214
C851879L,05-02-2022,28-04-2022,82
C616837L,24-10-2021,10-08-2021,-75
C849054L,04-11-2021,08-12-2022,399
C220081L,11-12-2021,12-02-2021,-302
C849967L,02-07-2021,02-04-2022,274
C616555L,13-02-2022,24-02-2022,11
C281598L,18-08-2021,17-12-2021,121
C505171L,01-03-2022,27-07-2022,148
C471285L,24-09-2021,28-09-2021,4
C558872L,11-09-2021,09-04-2021,-155
C301447L,12-11-2021,28-11-2021,16
C886643L,19-08-2022,08-03-2022,-164
C761925L,18-08-2021,03-12-2022,472
C948176L,18-08-2021,23-08-2021,5
C970510L,20-03-2022,03-05-2022,44
C822743L,26-07-2021,29-07-2021,3
C164613L,03-08-2021,09-03-2021,-147
C119857L,21-03-2022,22-04-2022,32
C265794L,17-11-2021,07-03-2022,110
C544247L,16-07-2021,20-10-2021,96
C203966L,05-12-2021,20-12-2021,15
C323618L,05-10-2021,14-10-2021,9
C359552L,01-08-2021,31-08-2021,30
C268664L,04-05-2022,05-08-2022,93
C584267L,16-04-2022,05-04-2022,-11
C943918L,19-10-2021,21-10-2021,2
C243200L,21-07-2021,21-07-2021,0
C460610L,16-05-2022,26-05-2022,10
C343220L,04-10-2021,25-01-2022,113
C828137L,19-03-2022,24-04-2022,36
C449403L,13-04-2022,04-08-2022,113
C946451L,18-07-2021,09-01-2021,-190
C612225L,24-04-2022,18-04-2022,-6
C438591L,18-11-2021,14-11-2021,-4
C550636L,23-08-2021,16-09-2021,24
C282791L,14-07-2021,07-06-2021,-37
C426012L,16-07-2021,15-07-2021,-1
C439027L,20-05-2022,21-05-2022,1
C886226L,18-06-2022,19-06-2022,1
C654478L,28-03-2022,03-07-2022,97
C485142L,10-07-2022,07-04-2022,-94
C735613L,25-08-2021,08-09-2021,14
C374256L,22-10-2021,26-03-2022,155
C817108L,09-10-2021,10-02-2021,-241
C130469L,23-05-2022,25-05-2022,2
C809453L,23-03-2022,24-03-2022,1
C678154L,23-04-2022,04-06-2022,42
C239518L,14-08-2022,08-12-2022,116
C435225L,13-08-2021,18-08-2021,5
C252303L,21-09-2021,12-01-2021,-252
C787582L,02-03-2022,04-01-2022,-57
C122312L,24-04-2022,28-04-2022,4
C413943L,04-03-2022,03-06-2022,91
C814555L,24-05-2022,08-03-2022,-77
C954451L,22-11-2021,25-11-2021,3
C866418L,26-11-2021,06-06-2022,192
C514596L,09-04-2022,20-04-2022,11
C557641L,25-12-2021,19-02-2022,56
C672573L,10-09-2021,16-05-2022,248
C394264L,06-08-2021,08-03-2021,-151
C824331L,18-09-2021,09-12-2021,82
C940154L,17-03-2022,07-12-2022,265
C597836L,19-07-2022,07-02-2022,-162
C715899L,26-06-2022,21-06-2022,-5
C614531L,09-06-2022,24-06-2022,15
C733738L,21-04-2022,30-06-2022,70
C229988L,23-09-2021,07-05-2022,226
C852000L,16-09-2021,09-02-2021,-219
C746446L,03-04-2022,04-01-2022,-89
C305209L,01-09-2021,09-09-2021,8
C264023L,15-02-2022,17-02-2022,2
C749538L,13-03-2022,24-03-2022,11
C954501L,10-11-2021,11-12-2021,31
C532629L,08-07-2021,08-12-2021,153
C761951L,11-01-2022,04-10-2022,266
C293341L,20-09-2021,17-09-2021,-3
C134876L,28-03-2022,04-06-2022,68
C909857L,02-04-2022,25-04-2022,23
C245245L,13-12-2021,28-06-2022,197
C250770L,11-07-2021,07-06-2021,-34
C725184L,19-07-2021,16-07-2021,-3
C812198L,21-02-2022,02-03-2022,9
C357056L,26-06-2022,29-06-2022,3
C925922L,23-07-2021,15-07-2021,-8
C509772L,02-10-2021,10-09-2021,-22
C261068L,05-10-2021,02-01-2022,89
C347055L,23-09-2021,29-09-2021,6
C114766L,28-01-2022,01-11-2022,277
C467146L,09-11-2021,13-11-2021,4
C180092L,10-02-2022,16-02-2022,6
C588309L,12-01-2022,01-12-2022,323
C390715L,18-07-2021,18-07-2021,0
C939704L,09-02-2022,13-02-2022,4
C220203L,08-07-2022,27-07-2022,19
C513353L,03-08-2021,01-01-2022,151
C448063L,15-02-2022,23-04-2022,67
C430351L,13-09-2021,22-09-2021,9
C402053L,25-12-2021,15-12-2021,-10
C526737L,24-09-2021,10-10-2021,16
C212757L,01-10-2021,31-10-2021,30
C382393L,24-01-2022,18-01-2022,-6
C211924L,25-10-2021,31-10-2021,6
C352171L,20-04-2022,21-04-2022,1
C580970L,21-09-2021,09-07-2021,-74
C994724L,03-10-2021,23-10-2021,20
C168471L,12-10-2021,28-10-2021,16
C761639L,11-08-2021,08-07-2021,-34
C574563L,20-08-2021,17-08-2021,-3
C591890L,06-10-2021,29-03-2022,174
C177534L,10-07-2021,23-01-2022,197
C859189L,07-10-2021,20-10-2021,13
C925101L,28-03-2022,27-05-2022,60
C597760L,27-10-2021,28-10-2021,1
C646470L,09-09-2021,30-09-2021,21
C712752L,23-09-2021,15-09-2021,-8
C685936L,10-09-2021,09-02-2021,-213
C415752L,21-03-2022,17-03-2022,-4
C938243L,17-07-2021,13-07-2021,-4
C455118L,28-05-2022,17-05-2022,-11
C259075L,08-12-2021,19-12-2021,11
C923763L,08-04-2022,04-06-2022,57
C577641L,20-03-2022,03-02-2022,-45
C368617L,14-08-2021,04-01-2022,143
C502254L,12-03-2022,14-04-2022,33
C170839L,21-12-2021,31-12-2021,10
C621459L,21-03-2022,13-03-2022,-8
C967906L,01-06-2022,28-06-2022,27
C530076L,17-08-2021,23-05-2022,279
C457592L,10-08-2021,13-08-2021,3
C757933L,27-10-2021,17-10-2021,-10
C278206L,18-04-2022,23-04-2022,5
C383377L,24-02-2022,24-02-2022,0
C167007L,26-07-2021,07-11-2021,104
C576524L,26-08-2021,14-02-2022,172
C822834L,10-07-2021,24-07-2021,14
C441689L,21-08-2021,20-08-2021,-1
C275380L,28-07-2022,07-06-2022,-51
C847031L,15-09-2021,28-09-2021,13
C158331L,16-07-2022,07-01-2022,-190
C593294L,07-05-2022,08-12-2022,215
C402794L,25-03-2022,03-07-2022,100
C298129L,21-01-2022,17-01-2022,-4
C860548L,27-04-2022,24-04-2022,-3
C563099L,12-05-2022,05-08-2022,85
C944877L,21-05-2022,05-03-2022,-77
C593821L,06-07-2021,19-12-2021,166
C977907L,17-09-2021,10-05-2021,-130
C203867L,09-10-2021,17-10-2021,8
C268391L,06-08-2021,13-10-2021,68
C819062L,28-08-2021,17-08-2021,-11
C566964L,14-03-2022,27-07-2022,135
C524286L,11-08-2021,06-08-2022,360
C225403L,19-07-2022,28-07-2022,9
C431005L,22-01-2022,01-08-2022,191
C210865L,18-02-2022,02-07-2022,134
C973598L,17-11-2021,11-07-2021,-129
C387916L,11-08-2021,20-08-2021,9
C417848L,08-07-2021,31-07-2021,23
C146204L,06-03-2022,05-11-2022,244
C929625L,14-01-2022,26-01-2022,12
C260177L,13-01-2022,01-10-2022,261
C674696L,18-07-2022,27-07-2022,9
C130483L,25-08-2022,08-11-2022,75
C995774L,18-02-2022,02-05-2022,73
C813303L,14-07-2021,29-09-2021,77
C247409L,23-05-2022,31-05-2022,8
C551259L,10-12-2021,14-12-2021,4
C230351L,28-09-2021,09-01-2021,-262
C279618L,04-12-2021,23-12-2021,19
C870920L,27-09-2021,05-09-2022,343
C378624L,20-01-2022,01-03-2022,40
C129183L,04-04-2022,27-04-2022,23
C255724L,09-07-2021,07-07-2021,-2
C165068L,10-09-2021,10-01-2021,-243
C376735L,24-05-2022,14-05-2022,-10
C318171L,09-03-2022,14-03-2022,5
C954865L,26-05-2022,05-05-2022,-21
C195614L,18-07-2022,31-07-2022,13
C441526L,23-07-2021,09-06-2021,-44
C279787L,19-11-2021,29-11-2021,10
C735207L,16-02-2022,28-03-2022,40
C553033L,23-08-2021,08-06-2021,-76
C433008L,12-09-2021,05-06-2022,266
C214319L,12-12-2021,26-12-2021,14
C801359L,07-11-2021,13-03-2022,126
C815209L,16-07-2022,26-07-2022,10
C890814L,20-05-2022,14-07-2022,55
C712686L,16-05-2022,21-05-2022,5
C107850L,03-08-2022,08-04-2022,-117
C673861L,01-08-2021,08-09-2021,38
C827330L,18-05-2022,06-03-2022,-73
C684498L,27-02-2022,03-11-2022,249
C838948L,28-12-2021,29-12-2021,1
C284729L,10-01-2022,27-01-2022,17
C127207L,25-06-2022,27-06-2022,2
C693429L,27-11-2021,18-11-2021,-9
C567297L,26-02-2022,21-02-2022,-5
C785729L,15-06-2022,06-12-2022,174
C342826L,20-07-2021,15-07-2021,-5
C356931L,04-07-2022,07-02-2022,-147
C987729L,09-08-2022,08-07-2022,-32
C360250L,17-03-2022,03-12-2022,261
C353507L,28-11-2021,11-10-2021,-48
C476508L,19-08-2021,08-05-2021,-103
C457308L,21-04-2022,04-07-2022,74
C381836L,26-08-2021,29-08-2021,3
C866611L,24-11-2021,19-11-2021,-5
C604324L,28-09-2021,09-02-2021,-231
C475398L,06-04-2022,05-07-2022,90
C113520L,11-12-2021,12-08-2021,-121
C500464L,14-10-2021,30-10-2021,16
C222231L,01-02-2022,02-09-2022,213
C372757L,28-07-2021,07-11-2021,102
C898787L,14-08-2021,19-08-2021,5
C833878L,02-07-2021,27-07-2021,25
C922403L,22-08-2021,19-08-2021,-3
C169455L,24-03-2022,03-10-2022,193
C630744L,22-01-2022,23-02-2022,32
C818621L,18-07-2022,18-07-2022,0
C980063L,04-07-2021,17-07-2021,13
C737801L,23-04-2022,04-12-2022,225
C548863L,20-03-2022,03-09-2022,167
C780584L,17-11-2021,26-11-2021,9
C190902L,19-04-2022,04-07-2022,76
C426604L,08-11-2021,18-01-2022,71
C370732L,09-09-2021,09-11-2021,61
C222107L,26-08-2021,08-01-2021,-230
C924211L,06-09-2021,25-09-2021,19
C302804L,27-11-2021,02-08-2022,248
C764205L,09-09-2021,23-09-2021,14
C634177L,21-11-2021,16-11-2021,-5
C899386L,25-07-2021,30-07-2021,5
C514321L,04-03-2022,04-10-2022,214
C433456L,22-08-2021,30-08-2021,8
C696271L,11-01-2022,27-01-2022,16
C272191L,21-11-2021,11-09-2021,-71
C112088L,27-01-2022,02-07-2022,156
C809770L,21-08-2021,26-08-2021,5
C331075L,11-01-2022,05-06-2022,145
C399101L,14-07-2021,24-12-2021,163
C194239L,22-12-2021,02-10-2022,284
C763658L,18-07-2022,17-07-2022,-1
C968294L,04-11-2021,19-11-2021,15
C695771L,05-04-2022,04-04-2022,-1
C190131L,15-12-2021,30-01-2022,46
C330163L,11-03-2022,20-05-2022,70
C987822L,07-07-2022,07-04-2022,-91
C930720L,10-09-2021,24-10-2021,44
C969876L,19-09-2021,16-09-2021,-3
C258631L,25-10-2021,10-01-2021,-288
C989030L,06-07-2021,07-09-2021,63
C862888L,19-08-2022,08-07-2022,-42
C745297L,24-04-2022,28-04-2022,4
C748073L,05-07-2021,20-07-2021,15
C375799L,04-06-2022,06-02-2022,-118
C561668L,08-08-2021,29-08-2021,21
C781579L,21-11-2021,11-06-2021,-163
C546010L,07-09-2021,30-09-2021,23
C593068L,21-08-2022,08-02-2022,-194
C815084L,17-01-2022,16-01-2022,-1
C271894L,22-07-2021,22-10-2021,92
C170700L,19-07-2022,07-12-2022,141
C134281L,05-10-2021,10-07-2021,-87
C900615L,28-05-2022,30-05-2022,2
C682272L,20-04-2022,15-04-2022,-5
C560000L,06-10-2021,19-03-2022,164
C867446L,10-11-2021,11-06-2021,-152
C486028L,08-04-2022,08-10-2022,183
C606851L,05-06-2022,27-06-2022,22
C170618L,13-03-2022,29-03-2022,16
C303166L,26-03-2022,03-04-2022,8
C643275L,28-09-2021,12-02-2021,-228
C975919L,28-07-2022,25-07-2022,-3
C934798L,28-09-2021,09-03-2021,-203
C615032L,27-07-2022,27-07-2022,0
C860324L,08-07-2021,20-07-2021,12
C900279L,25-04-2022,21-07-2022,87
C966491L,03-07-2022,07-12-2022,157
C374751L,06-10-2021,10-09-2021,-26
C360295L,12-01-2022,16-01-2022,4
C826816L,11-07-2021,20-07-2021,9
C734552L,27-12-2021,31-12-2021,4
C725830L,20-01-2022,01-09-2022,224
C506255L,17-03-2022,13-04-2022,27
C696066L,17-07-2022,07-06-2022,-40
C780896L,21-07-2021,07-02-2021,-164
C604453L,02-08-2021,27-08-2021,25
C795594L,12-01-2022,19-04-2022,97
C516304L,20-03-2022,03-03-2022,-17
C195703L,19-11-2021,12-01-2021,-311
C450527L,25-07-2021,22-07-2021,-3
C293646L,02-06-2022,06-12-2022,187
C857803L,15-07-2021,13-07-2021,-2
C208711L,14-06-2022,25-06-2022,11
C906123L,13-06-2022,17-06-2022,4
C630762L,19-06-2022,24-06-2022,5
C548143L,24-12-2021,14-12-2021,-10
C727016L,15-11-2021,28-11-2021,13
C551297L,14-06-2022,21-06-2022,7
C803978L,14-07-2022,08-05-2022,-67
C514513L,10-09-2021,10-04-2021,-153
C475513L,25-09-2021,28-09-2021,3
C566454L,06-09-2021,03-06-2022,270
C290414L,28-02-2022,02-07-2022,124
C219599L,09-07-2021,20-07-2021,11
C773013L,06-07-2022,08-07-2022,2
C800800L,17-07-2022,18-07-2022,1
C763228L,05-07-2022,19-07-2022,14
C388256L,04-11-2021,30-11-2021,26
C757189L,23-08-2021,08-08-2021,-15
C247284L,25-07-2021,07-08-2021,13
C454551L,11-07-2021,22-09-2021,73
C781833L,24-04-2022,30-04-2022,6
C491588L,07-06-2022,06-05-2022,-32
C907193L,16-08-2021,31-08-2021,15
C207995L,28-01-2022,01-01-2022,-27
C690363L,19-07-2022,23-07-2022,4
C916649L,16-07-2021,16-07-2021,0
C583837L,24-07-2021,07-05-2021,-78
C126124L,04-07-2021,28-08-2021,55
C441893L,07-07-2021,28-06-2022,356
C388624L,27-05-2022,14-05-2022,-13
C670144L,17-08-2021,12-09-2021,26
C505515L,28-07-2021,30-07-2021,2
C777017L,20-11-2021,11-04-2021,-223
C402221L,28-05-2022,05-03-2022,-84
C607972L,27-02-2022,04-03-2022,5
C241052L,01-06-2022,22-07-2022,51
C264899L,17-01-2022,14-01-2022,-3
C505925L,22-12-2021,12-08-2021,-132
C935534L,15-06-2022,22-06-2022,7
C917760L,12-01-2022,01-06-2022,140
C850252L,13-10-2021,25-10-2021,12
C724168L,02-11-2021,20-05-2022,199
C773952L,10-09-2021,18-11-2021,69
C738195L,11-04-2022,28-04-2022,17
C141629L,11-10-2021,27-03-2022,167
C338431L,21-08-2022,08-01-2022,-225
C112258L,06-09-2021,17-09-2021,11
C726644L,20-11-2021,12-05-2021,-192
C630111L,21-09-2021,19-09-2021,-2
C704215L,06-07-2021,18-09-2021,74
C794312L,25-07-2022,16-07-2022,-9
C113061L,20-07-2021,30-01-2022,194
C863302L,19-11-2021,25-11-2021,6
C242250L,03-02-2022,21-04-2022,77
C831157L,14-08-2022,08-02-2022,-187
C157296L,23-05-2022,25-05-2022,2
C871729L,24-09-2021,21-09-2021,-3
C765490L,09-07-2021,17-02-2022,223
C570200L,04-04-2022,16-04-2022,12
C535814L,21-07-2021,10-11-2021,112
C902080L,28-11-2021,18-03-2022,110
C118068L,09-08-2021,18-08-2021,9
C617436L,12-11-2021,27-12-2021,45
C300246L,22-03-2022,15-03-2022,-7
C538250L,15-08-2021,16-08-2021,1
C320323L,24-10-2021,29-10-2021,5
C538751L,10-05-2022,27-05-2022,17
C430619L,22-09-2021,09-08-2021,-44
C962578L,11-01-2022,24-01-2022,13
C606674L,14-03-2022,03-12-2022,264
C693125L,26-03-2022,24-04-2022,29
C323025L,28-06-2022,07-05-2022,-52
C624297L,13-06-2022,14-06-2022,1
C724475L,19-02-2022,19-02-2022,0
C201035L,21-12-2021,23-12-2021,2
C123638L,19-04-2022,26-04-2022,7
C525515L,01-10-2021,10-10-2021,9
C639248L,10-11-2021,04-06-2022,206
C912151L,17-03-2022,19-03-2022,2
C772440L,23-10-2021,10-07-2021,-105
C649372L,19-09-2021,14-09-2021,-5
C903814L,14-06-2022,17-06-2022,3
C645817L,06-03-2022,30-03-2022,24
C837047L,03-09-2021,09-11-2021,67
C702867L,09-02-2022,16-02-2022,7
C156959L,04-05-2022,29-05-2022,25
C534714L,12-07-2022,07-08-2022,26
C657286L,22-07-2021,26-07-2021,4
C124053L,21-01-2022,01-10-2022,253
C308277L,26-07-2022,07-03-2022,-141
C464051L,06-05-2022,25-05-2022,19
C474500L,20-08-2021,09-05-2021,-103
C163934L,14-10-2021,18-12-2021,65
C560989L,13-10-2021,16-10-2021,3
C534088L,26-12-2021,23-12-2021,-3
C949390L,03-06-2022,23-06-2022,20
C749092L,04-07-2022,07-03-2022,-119
C201138L,21-07-2022,27-07-2022,6
C796755L,22-06-2022,06-05-2022,-47
C407728L,27-10-2021,10-11-2021,14
C713207L,27-08-2021,14-08-2021,-13
C185112L,17-09-2021,23-05-2022,248
C460966L,23-10-2021,15-05-2022,204
C883602L,12-06-2022,06-10-2022,116
C762827L,05-03-2022,19-05-2022,75
C312106L,06-12-2021,28-12-2021,22
C717907L,05-11-2021,29-11-2021,24
C831192L,18-06-2022,28-06-2022,10
C305512L,21-01-2022,27-01-2022,6
C546633L,09-01-2022,01-04-2022,82
C209998L,05-12-2021,26-02-2022,83
C171924L,21-01-2022,29-01-2022,8
C588745L,19-08-2021,19-10-2021,61
C580092L,06-08-2021,08-03-2021,-151
C297208L,11-05-2022,05-01-2022,-126
C115470L,11-06-2022,06-02-2022,-125
C488123L,18-07-2022,07-03-2022,-133
C371673L,03-04-2022,04-04-2022,1
C478438L,27-07-2022,27-07-2022,0
C397885L,24-04-2022,04-09-2022,133
C120112L,13-08-2021,20-08-2021,7
C673184L,01-07-2021,07-01-2021,-175
C937928L,15-01-2022,22-01-2022,7
C997696L,15-10-2021,11-06-2021,-126
C954482L,17-09-2021,19-01-2022,124
C700804L,24-10-2021,24-02-2022,123
C931525L,13-07-2021,08-02-2022,210
C743360L,23-07-2021,31-07-2021,8
C838592L,04-07-2022,19-07-2022,15
C272030L,22-07-2021,07-06-2021,-45
C504943L,23-02-2022,02-01-2022,-52
C795052L,18-05-2022,06-11-2022,172
C118399L,18-09-2021,26-09-2021,8
C534379L,26-10-2021,21-11-2021,26
C722470L,19-10-2021,11-02-2021,-250
C983372L,18-03-2022,03-09-2022,169
C318689L,18-12-2021,01-02-2022,45
C856436L,11-09-2021,09-09-2021,-2
C874037L,11-06-2022,19-06-2022,8
C146757L,08-04-2022,15-04-2022,7
C402823L,15-06-2022,06-12-2022,174
C349922L,17-08-2021,08-09-2021,22
C576787L,20-06-2022,06-12-2022,169
C368335L,06-11-2021,22-11-2021,16
C848613L,07-07-2021,25-07-2021,18
C304632L,23-11-2021,01-09-2022,282
C737831L,23-10-2021,10-05-2021,-166
C649526L,10-08-2021,10-11-2021,92
C512231L,23-07-2021,07-04-2021,-107
C339508L,22-11-2021,13-03-2022,111
C307564L,15-09-2021,12-10-2021,27
C461943L,09-05-2022,05-04-2022,-34
